tag,geography,tenure,source,confidence,note
ETG,estonia_province,own_control_core,UT-TARAND,contested,North-Estonian early tarand-grave archaeological horizon; no ethnic state is inferred
ETG,inner_livonia_province,own_control_core,UT-TARAND,contested,Estonian-Latvian early tarand-grave boundary proxy; the later typical assemblage is not backdated
ETG,north_livonia_province,own_control_core,UT-TARAND,contested,Estonian-Latvian early tarand-grave boundary proxy; the later typical assemblage is not backdated
ETG,rotalia_province,own_control_core,UT-TARAND,contested,West-Estonian early tarand-grave archaeological horizon; no ethnic state is inferred
ETG,tartu_province,own_control_core,UT-TARAND,contested,South-Estonian early tarand-grave archaeological horizon; no ethnic state is inferred
KRL,karelia_area,own_control_core,GERMANIA-NEVA,contested,Ladoga early-Iron-Age archaeological campaign frame
ISK,cholistan_province,own_control_core,IRAN-AZES;BM-INDO-SCYTHIAN;P8.4,contested,Lower Sutlej and desert approach assigned to the composite Indo-Scythian frontier
ISK,derajat_province,own_control_core,IRAN-AZES;BM-INDO-SCYTHIAN;P8.4,contested,Middle-Indus western approach assigned to the composite Indo-Scythian frontier
ISK,karman_province,own_control_core,IRAN-AZES;BM-INDO-SCYTHIAN;P8.4,contested,Northwestern Indus approach within the contested Azes-era frame
ISK,koh_e_sulayman_province,own_control_core,IRAN-AZES;BM-INDO-SCYTHIAN;P8.4,contested,Sulayman piedmont within the contested Indo-Scythian frontier
ISK,peshawar_province,own_control_core,IRAN-AZES;BM-INDO-SCYTHIAN;P8.4,contested,Gandharan approach within the contested Indo-Scythian frame
ISK,pothwar_province,own_control_core,IRAN-AZES;BM-INDO-SCYTHIAN;P8.4,contested,Taxila-Pothwar heartland within the contested Indo-Scythian frame
IGR,bari_doab_province,own_control_core,IRAN-IGR;BM-TRIBAL-COINS;P8.4,contested,Lower eastern-Punjab river corridor assigned to Strato II's bounded rump
IGR,jech_doab,own_control_core,IRAN-IGR;BM-TRIBAL-COINS;P8.4,contested,Jech Doab assigned to Strato II's eastern-Punjab rump
IGR,mahja_province,own_control_core,IRAN-IGR;BM-TRIBAL-COINS;P8.4,contested,Sagala-Lahore corridor assigned to Strato II's eastern-Punjab rump
IGR,rechna_doab_province,own_control_core,IRAN-IGR;BM-TRIBAL-COINS;P8.4,contested,Rechna Doab assigned to Strato II's eastern-Punjab rump
YDH,bhattiana_province,own_control_core,BM-TRIBAL-COINS;P8.4,contested,Yaudheya southeastern-Punjab coin-polity proxy
YDH,doaba_province,own_control_core,BM-TRIBAL-COINS;P8.4,contested,Yaudheya eastern-Punjab campaign extension; fixed borders are not asserted
YDH,punjabi_malwa_province,own_control_core,BM-TRIBAL-COINS;P8.4,contested,Yaudheya Malwa-Sutlej campaign extension
YDH,puadh_province,own_control_core,BM-TRIBAL-COINS;P8.4,contested,Yaudheya Haryana-Puadh campaign frame
YDH,delhi_province,own_control_core,BM-TRIBAL-COINS;P8.4,contested,Yaudheya Haryana-facing campaign frame; later Delhi statehood is not backdated
AUD,kangra_province,own_control_core,BM-TRIBAL-COINS;P8.4,contested,Audumbara-Beas hill-country campaign frame
AUD,punjab_hills_province,own_control_core,BM-TRIBAL-COINS;P8.4,contested,Audumbara upper-Ravi hill-country proxy; exact coin-polity borders are unknown
NMS,braj_province,own_control_core,OX-MTH;BM-MATHURA;P8.4,contested,Mathura-Braj core of the contested Rajuvula-era Northern Satrapy
ARJ,mewat_province,own_control_core,BM-TRIBAL-COINS;P8.4,contested,Arjunayana northeastern-Rajasthan coin-find campaign frame
PCM,central_doab_province,own_control_core,ASI-MITRA;IGNCA-PANCHALA;P8.4,contested,Southern Panchala-Mitras campaign frame
PCM,upper_doab_province,own_control_core,ASI-MITRA;IGNCA-PANCHALA;P8.4,contested,Upper-Ganga Panchala campaign frame
PCM,rokhilkhand_area,own_control_core,ASI-MITRA;IGNCA-PANCHALA;P8.4,contested,Ahichchhatra and northern Panchala campaign frame
KSM,lower_doab_province,own_control_core,ASI-MITRA;P8.4,contested,Kaushambi lower-Doab campaign frame
AYM,awadh_area,own_control_core,ASI-MITRA;P8.4,contested,Ayodhya-Saketa local Mitra campaign frame
KSH,varanasi_province,own_control_core,ASI-MITRA;P8.4,contested,Kashi-Varanasi urban and middle-Ganga frame
KSH,azamgarh_province,own_control_core,ASI-MITRA;P8.4,contested,Kashi eastern hinterland campaign proxy
MLL,gorakhpur_province,own_control_core,ASI-MITRA;P8.4,contested,Malla Kushinagara-Pava assembly-country proxy
GNG,arrah_province,own_control_core,ASI-MITRA;P8.4,contested,Western Magadhan corridor campaign frame
GNG,patna_province,own_control_core,ASI-MITRA;P8.4,contested,Pataliputra-Gaya core of the cautious Magadha successor frame
VDJ,bettiah_province,own_control_core,ASI-MITRA;P8.4,contested,Videha and north-Bihar Terai campaign frame
VDJ,darbhanga_province,own_control_core,ASI-MITRA;P8.4,contested,Mithila-Videha campaign heartland
VDJ,purnia_province,own_control_core,ASI-MITRA;P8.4,contested,Eastern Mithila-Kosi campaign frame
AGA,bhagalpur_province,own_control_core,ASI-MITRA;P8.4,contested,Anga-Champa middle-Ganga campaign frame
CNP,dumka_province,own_control_core,OUP-NEINDIA;P8.4,contested,Rajmahal-Chota Nagpur transition within a megalithic and forest-network proxy
CNP,jharkhand_area,own_control_core,OUP-NEINDIA;P8.4,contested,Chota Nagpur plateau megalithic and forest-network frame
CNP,surguja,own_control_core,OUP-NEINDIA;P8.4,contested,Surguja plateau continuation of the Chota Nagpur archaeological frame
PDR,bogra_province,own_control_core,UNESCO-MAHASTHAN;CAM-BANGLADESH;P8.4,contested,Pundranagara-Mahasthan core
PDR,devkot_province,own_control_core,UNESCO-MAHASTHAN;CAM-BANGLADESH;P8.4,contested,Northern Bengal extension of the Pundravardhana frame
PDR,gaur_province,own_control_core,UNESCO-MAHASTHAN;CAM-BANGLADESH;P8.4,contested,Karatoya-Ganges corridor within the Pundravardhana frame
PDR,jalpaiguri_province,own_control_core,UNESCO-MAHASTHAN;CAM-BANGLADESH;P8.4,contested,Northern Bengal foothill extension; no later Kamata state is backdated
RAR,bishnupur_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Western Bengal Rarh early-historic frame
RAR,pandua_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Upper-delta Rarh transition frame
VNG,nadia_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Central Vanga delta frame
VNG,khalifatabad_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Southwestern Vanga delta frame
VNG,khulna_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Lower Vanga delta and Sundarbans-edge frame
SMT,sonargaon_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Lower Meghna Samatata frame
SMT,mymensingh_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Old Brahmaputra corridor within the Samatata campaign frame
SMT,sylhet_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Sylhet basin extension of the eastern-delta frame
HRK,tripura_province,own_control_core,CAM-BANGLADESH;P8.4,contested,Harikela eastern-delta and Tripura campaign frame; later dynasties are not backdated
AMB,baro_bhuyan_province,own_control_core,ASI-AMBARI;OUP-NEINDIA;P8.4,contested,Lower Brahmaputra Ambari-era urban and exchange horizon
DDV,kachari_province,own_control_core,OUP-NEINDIA;P8.4,contested,Doyang-Dhansiri settlement corridor; the later Kachari polity is not backdated
KJH,meghalaya_province,own_control_core,OUP-NEINDIA;P8.4,contested,Khasi-Jaintia upland archaeological frame without a fixed ethnic frontier
UBR,ahom_province,own_control_core,OUP-NEINDIA;P8.4,contested,Upper Brahmaputra settlement corridor; the thirteenth-century Ahom state is not backdated
UBR,chutia_province,own_control_core,OUP-NEINDIA;P8.4,contested,Upper Brahmaputra settlement corridor; the later Chutia kingdom is not backdated
SDY,sadiya_province,own_control_core,OUP-NEINDIA;P8.4,contested,Sadiya and upper-valley foothill frame
SDY,itanagar_province,own_control_core,OUP-NEINDIA;P8.4,contested,Eastern Himalayan foothill extension with no asserted central state
MYL,eastern_bhutan_province,own_control_core,UCL-BHUTAN;OUP-NEINDIA;P8.4,contested,Eastern Bhutan highland settlement proxy
MYL,western_bhutan_province,own_control_core,UCL-BHUTAN;OUP-NEINDIA;P8.4,contested,Western Bhutan highland settlement proxy
SKM,sikkim_province,own_control_core,UCL-BHUTAN;OUP-NEINDIA;P8.4,contested,Sikkim foothill and highland settlement proxy
IMV,manipur_province,own_control_core,OUP-NEINDIA;P8.4,contested,Imphal valley archaeological frame; later royal lists are not backdated
CHL,cola_nadu,own_control_core,CAM-TAMIL-MERCHANTS;P8.4,contested,Bounded early-historic Chola core without projecting medieval administration
PND,pandya_nadu,own_control_core,CAM-TAMIL-MERCHANTS;PER;P8.4,contested,Bounded Pandya core and Gulf of Mannar coast
CHE,kongu_nadu,own_control_core,CAM-TAMIL-MERCHANTS;P8.4,contested,Cautious Chera-facing Kongu corridor frame
ATY,baramahal,own_control_core,JRAS-SATIYAPUTRA;CAM-TAMIL-MERCHANTS;P8.4,contested,Tagadur and northern-upland Atiyaman-Satiyaputra campaign frame
TND,tondai_nadu,own_control_core,UNESCO-KANCHI;CAM-TAMIL-MERCHANTS;P8.4,contested,Kanchi-centred Tondai coastal frame
UJJ,western_malwa,own_control_core,CAH-INDUS;P8.4,contested,Ujjayini-centred Avanti urban frame
VDS,eastern_malwa,own_control_core,JRAS-VEDISA;CAH-INDUS;P8.4,contested,Vedisa-Sanchi post-Mauryan urban landscape
SAT,nimar,own_control_core,P8.4;CAH-XI,contested,Cautious Satavahana Narmada approach during an uncertain succession horizon
SAT,khandesh,own_control_core,P8.4;CAH-XI,contested,Cautious Satavahana Tapi approach during an uncertain succession horizon
CED,lower_bundelkhand_province,own_control_core,CAH-INDUS;P8.4,contested,Chedi-facing lower Bundelkhand campaign frame
CED,upper_bundelkhand_province,own_control_core,CAH-INDUS;P8.4,contested,Chedi-facing upper Bundelkhand campaign frame
NVM,akara,own_control_core,CAM-CENTRAL-INDIA-MEGALITHS;P8.4,contested,Vindhya-Narmada archaeological network frame
NVM,garha_mandla,own_control_core,CAM-CENTRAL-INDIA-MEGALITHS;P8.4,contested,Upper Narmada archaeological network frame
NVM,mahadeo,own_control_core,CAM-CENTRAL-INDIA-MEGALITHS;P8.4,contested,Satpura and upper Narmada archaeological network frame
BGL,baghelkhand,own_control_core,INFLIB-EARLY-HISTORIC;P8.4,contested,Son-eastern Vindhya Iron-Age network frame
DKS,dakshina_kosala,own_control_core,INFLIB-DAKSHINA-KOSALA;P8.4,contested,Upper Mahanadi Dakshina Kosala frame without an invented dynasty
DKS,raipur_garjats,own_control_core,INFLIB-DAKSHINA-KOSALA;P8.4,contested,Upper Mahanadi plain frame without projecting later Sirpur government
BSR,bastar_province,own_control_core,INFLIB-EARLY-HISTORIC;P8.4,contested,Bastar plateau megalithic-network frame
MLD,maldives_province,own_control_core,CAM-MALDIVES;P8.4,contested,Four populated map atolls represented as a decentralized maritime network
