location,region,map_region,map_area,rule,old_topography,new_topography,old_vegetation,new_vegetation,climate,raw_material,source,confidence,note
harburg,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
hasankeyf,Iran,crescent_region,jazira_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,cotton,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
havelberg,Germania,north_german_region,brandenburg_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
hefei,China,east_china_region,huaixi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
heidenheim,Germania,south_german_region,swabia_area,germania_upland_forest,plateau,plateau,woods,forest,continental,lumber,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
heinsberg,Germania,north_german_region,rhineland_area,germania_dense_woodland,hills,hills,woods,forest,oceanic,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
helmond,Germania,north_german_region,brabant_area,germania_forest_product,flatland,flatland,grasslands,woods,oceanic,beeswax,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to an open woodland mosaic in ancient Germania.
hersfeld,Germania,north_german_region,hesse_area,germania_upland_forest,hills,hills,woods,forest,continental,fur,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
herzberg,Germania,north_german_region,lower_saxony_area,germania_upland_forest,hills,hills,woods,forest,continental,copper,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
heyang_xian,China,west_china_region,shaanxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,continental,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
hillah,Iran,crescent_region,iraq_arabi_area,mesopotamian_irrigation,flatland,flatland,sparse,farmland,arid,rice,P12.3;BHR,contested,Irrigated alluvial cultivation proxy; this does not reconstruct one canal or output level.
hof,Germania,north_german_region,upper_saxony_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
hofgeismar,Germania,north_german_region,lower_saxony_area,germania_dense_woodland,flatland,flatland,woods,forest,oceanic,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
hohenberg,Germania,south_german_region,swabia_area,germania_central_mosaic,hills,hills,grasslands,woods,continental,stone,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
holeylan,Iran,persia_region,kordestan_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,fiber_crops,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
holzminden,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,hills,hills,grasslands,woods,continental,sand,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
hradec_kralove,Germania,south_german_region,bohemia_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
hradiste,Germania,south_german_region,moravia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
huangpi,China,east_china_region,hubei_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
huayin,China,west_china_region,shaanxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,continental,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
humar,Steppe,manchuria_region,middle_amur_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,wild_game,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
idanha,Rome,iberia_region,north_portugal_area,iberian_atlantic_mosaic,flatland,flatland,grasslands,woods,mediterranean,beeswax,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
ifni,Africa,maghreb_region,sus_area,african_aridity_gradient,hills,hills,grasslands,sparse,arid,fish,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
igiliz,Africa,maghreb_region,sus_area,african_aridity_gradient,hills,hills,grasslands,sparse,cold_arid,horses,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
illereichen,Germania,south_german_region,swabia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
immenstadt,Germania,south_german_region,swabia_area,germania_upland_forest,hills,hills,woods,forest,continental,wild_game,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
indersdorf,Germania,south_german_region,bavaria_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
ingolstadt,Germania,south_german_region,bavaria_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
isenhagen,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
j_hradec,Germania,south_german_region,bohemia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,stone,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
jableh,Iran,crescent_region,levant_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
jaen,Rome,iberia_region,andalusia_area,iberian_wood_pasture_mosaic,hills,hills,sparse,woods,mediterranean,olives,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
jaeren,Germania,scandinavian_region,syd_norge_area,germania_forest_product,hills,hills,grasslands,woods,oceanic,beeswax,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to an open woodland mosaic in ancient Germania.
jaeryeong,China,korea_region,haeseo_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,continental,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
jeldesa,Africa,somalia_region,inner_somalia_area,african_aridity_gradient,plateau,plateau,grasslands,sparse,arid,stone,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
jerichow,Germania,north_german_region,lower_saxony_area,germania_dense_woodland,flatland,flatland,woods,forest,oceanic,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
jhanjharpur,India,bengal_region,mithila_area,asian_rice_lowland,flatland,wetlands,woods,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
jianchang,China,east_china_region,jiangxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
jicin,Germania,south_german_region,bohemia_area,germania_central_mosaic,hills,hills,grasslands,woods,continental,horses,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
jihlava,Germania,south_german_region,moravia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,silver,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
jingling,China,east_china_region,hubei_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
kafartab,Iran,crescent_region,levant_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,legumes,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
kaiserslautern,Germania,south_german_region,upper_rhine_area,germania_dense_woodland,hills,hills,woods,forest,oceanic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
kalahandinagara,India,bengal_region,orissa_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
kalamata,Rome,balkan_region,morea_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
kalanaur,India,hindustan_region,punjab_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
kalmanka,Steppe,west_siberia_region,suzun_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,wild_game,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
kalundborg,Germania,scandinavian_region,denmark_area,germania_forest_product,wetlands,wetlands,grasslands,woods,oceanic,medicaments,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to an open woodland mosaic in ancient Germania.
kamen,Steppe,west_siberia_region,suzun_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
kantit,India,hindustan_region,bhojpur_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
kargat,Steppe,west_siberia_region,omsk_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,fur,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
katzenelnbogen,Germania,north_german_region,hesse_area,germania_upland_forest,hills,hills,woods,forest,oceanic,beeswax,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
kaysun,Anatolia,anatolia_region,cilicia_area,mediterranean_cultivation,plateau,plateau,grasslands,farmland,mediterranean,legumes,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
kelheim,Germania,south_german_region,bavaria_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,clay,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
kelibia,Rome,maghreb_region,tunis_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
kempten,Germania,south_german_region,swabia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,medicaments,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
kesan,Balkans,balkan_region,thrace_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
kettering,Britain,great_britain_region,midlands_area,atlantic_woodland,flatland,flatland,grasslands,woods,oceanic,wild_game,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Forest-product field restored to Atlantic woodland without claiming closed-canopy coverage.
khalis,Iran,crescent_region,iraq_arabi_area,mesopotamian_irrigation,flatland,flatland,sparse,farmland,arid,wheat,P12.3;BHR,contested,Irrigated alluvial cultivation proxy; this does not reconstruct one canal or output level.
khorramabad,Iran,persia_region,khuzestan_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,legumes,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
khukhan,Southeast Asia,indochina_region,khorat_plateau_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
kilbrittain,Ireland,ireland_region,munster_area,atlantic_wetland,wetlands,wetlands,sparse,woods,oceanic,livestock,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Existing wetland receives a wooded Atlantic-margin presentation.
klatovy,Germania,south_german_region,bohemia_area,germania_upland_forest,plateau,plateau,woods,forest,continental,goods_gold,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
klodzko,Germania,south_german_region,bohemia_area,germania_upland_forest,hills,hills,woods,forest,continental,marble,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
kluczbork,Germania,baltic_region,silesia_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
kolchugino,Steppe,west_siberia_region,tomsk_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
kolobrzeg,Germania,north_german_region,pomerania_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,salt,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
kolosovka,Steppe,west_siberia_region,omsk_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
korbach,Germania,north_german_region,hesse_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,goods_gold,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
korkina_sloboda,Steppe,west_siberia_region,omsk_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
koszalin,Germania,north_german_region,pomerania_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,fish,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
krivoshchekovo,Steppe,west_siberia_region,suzun_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,fur,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
kronach,Germania,south_german_region,franconia_area,germania_upland_forest,hills,hills,woods,forest,continental,lumber,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
krumlov,Germania,south_german_region,bohemia_area,germania_upland_forest,hills,hills,woods,forest,continental,medicaments,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
ksar_ibn_senane,Africa,maghreb_region,algiers_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,fruit,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
kuanhe,Steppe,manchuria_region,middle_amur_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
kufa,Iran,crescent_region,iraq_arabi_area,mesopotamian_irrigation,flatland,flatland,sparse,farmland,arid,millet,P12.3;BHR,contested,Irrigated alluvial cultivation proxy; this does not reconstruct one canal or output level.
kuile,Steppe,manchuria_region,songnen_area,steppe_forest_mosaic,plateau,plateau,forest,woods,continental,livestock,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
kujunung,Africa,nubia_region,darfur_area,african_aridity_gradient,hills,hills,grasslands,sparse,arid,livestock,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
kytmanovo,Steppe,west_siberia_region,suzun_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
laha,Steppe,manchuria_region,songnen_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,fish,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
lahijan,Iran,persia_region,mazandaran_area,mediterranean_cultivation,wetlands,wetlands,grasslands,farmland,mediterranean,rice,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
laian,China,east_china_region,huaixi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
laibin,China,south_china_region,guangxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
landsberg,Germania,south_german_region,bavaria_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
langensalza,Germania,north_german_region,upper_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,dyes,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
lapseki,Rome,anatolia_region,marmara_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
lazkiye,Rome,anatolia_region,west_anatolia_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
lebork,Germania,north_german_region,pomerania_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,fish,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
lebus,Germania,north_german_region,brandenburg_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
lecce,Rome,italy_region,apulia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,saffron,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
ledesma,Rome,iberia_region,leon_area,iberian_atlantic_mosaic,plateau,plateau,grasslands,woods,oceanic,fur,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
lengshuitan,China,east_china_region,hunan_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
leon,Rome,iberia_region,leon_area,iberian_atlantic_mosaic,plateau,plateau,sparse,woods,oceanic,wheat,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
leping,China,east_china_region,jiangxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
lerma,Rome,iberia_region,castile_area,iberian_wood_pasture_mosaic,plateau,plateau,grasslands,woods,oceanic,horses,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
leuchtenberg,Germania,south_german_region,bavaria_area,germania_upland_forest,hills,hills,woods,forest,continental,wild_game,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
lewis,Britain,great_britain_region,hebrides_area,atlantic_wetland,wetlands,wetlands,sparse,woods,oceanic,wool,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Existing wetland receives a wooded Atlantic-margin presentation.
lichtenfels,Germania,south_german_region,franconia_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
liling,China,east_china_region,hunan_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
lingbi,China,east_china_region,huaixi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
linjiang_jurchen,Steppe,manchuria_region,liaodong_area,steppe_forest_mosaic,plateau,plateau,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
liyang_lizhou,China,east_china_region,wuling_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
lodeve,Rome,france_region,languedoc_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,legumes,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
lohr,Germania,north_german_region,hesse_area,germania_upland_forest,hills,hills,woods,forest,continental,wild_game,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
loket,Germania,south_german_region,bohemia_area,germania_upland_forest,hills,hills,woods,forest,continental,coal,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
luan,China,east_china_region,huaixi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
luchow,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,clay,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
luckau,Germania,north_german_region,brandenburg_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
lugo,Rome,iberia_region,galicia_area,iberian_atlantic_mosaic,plateau,plateau,grasslands,woods,oceanic,livestock,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
luling,China,east_china_region,jiangxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
luneburg,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,salt,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
magway,Southeast Asia,indochina_region,irrawady_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
majdal,Iran,crescent_region,levant_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
