location,tag,region,topography,vegetation,climate,natural_harbor_suitability,installed_good,ad1_good,decision,source,confidence,note
menouf,ROM,Rome,flatland,farmland,arid,,rice,millet,regional_rule,P12.1;PER,contested,Rice remains in established Asian and West African cultivation zones with an Iranian irrigated proxy
menzelinsk,VLF,Finland,flatland,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meppel,FRI,Germania,flatland,grasslands,oceanic,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meppen,GMB,Germania,flatland,grasslands,oceanic,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meraker,NNR,Germania,hills,woods,arctic,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meramec,PLA,North America,hills,forest,continental,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merano,ROM,Rome,mountains,forest,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merca,BAR,Africa,flatland,grasslands,arid,0.00,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merelka,XIA,Steppe,hills,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mergen,XIO,Steppe,flatland,grasslands,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mergentheim,NAR,Germania,flatland,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mergui,PYU,Southeast Asia,flatland,jungle,tropical,0.40,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merida,ROM,Rome,flatland,sparse,cold_arid,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merki,WSN,Central Asia,flatland,grasslands,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merkine,BPC,Baltic,flatland,forest,continental,,fur,fur,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merseburg,HER,Germania,flatland,grasslands,oceanic,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merta,RJS,India,flatland,sparse,arid,,silver,silver,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mertola,ROM,Rome,flatland,sparse,mediterranean,,copper,copper,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merv,MRG,Central Asia,flatland,sparse,cold_arid,,silk,fiber_crops,regional_rule,P12.1,secure,Silk sericulture remains a Chinese near-monopoly in the covered era
merzifon,CAP,Anatolia,hills,grasslands,cold_arid,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
merzig,CTU,Germania,hills,grasslands,continental,,coal,lumber,regional_rule,P12.1;PER,contested,Surface coal use is retained only for bounded British and Han-era Chinese proxies rather than a global fuel industry
meschede,SGM,Germania,hills,woods,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meshchersk,UVF,Finland,flatland,woods,continental,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meshchovsk,MOK,Finland,flatland,woods,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meshkan,PRS,Iran,mountains,desert,cold_arid,,horses,horses,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meshkan_khorasan,PAR,Iran,hills,sparse,cold_arid,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meskiana,ROM,Rome,plateau,grasslands,cold_arid,,cotton,fiber_crops,regional_rule,P12.1;PER,contested,Cotton is restricted to Old World tropical and irrigated zones plus independently cultivated American regions
mesocco,ROM,Rome,mountains,forest,continental,,fur,fur,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
messaad,BER,Africa,plateau,sparse,cold_arid,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
messina,ROM,Rome,mountains,woods,oceanic,0.75,alum,alum,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mestre,ROM,Rome,wetlands,grasslands,subtropical,0.75,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mesudiye,ROM,Rome,mountains,forest,continental,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mesuji,MAL,Southeast Asia,wetlands,forest,tropical,0.00,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mesyagutovo,SUG,Finland,hills,forest,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
metapan,MAY,Mesoamerica,hills,forest,tropical,,maize,maize,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meteleu,GET,Danube,flatland,woods,cold_arid,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
metkovic,ROM,Rome,hills,woods,mediterranean,0.50,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
metlika,ROM,Rome,hills,forest,continental,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
metog,TIB,Central Asia,mountains,forest,continental,,rice,millet,regional_rule,P12.1;PER,contested,Rice remains in established Asian and West African cultivation zones with an Iranian irrigated proxy
metsang,TIB,Central Asia,mountains,sparse,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
metz,ROM,Rome,flatland,farmland,oceanic,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
metzquititlan,WMS,Mesoamerica,plateau,grasslands,subtropical,,maize,maize,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
metztitlan,MSS,Mesoamerica,mountains,forest,subtropical,,gems,gems,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meulaboh,MAL,Southeast Asia,flatland,jungle,tropical,0.00,goods_gold,goods_gold,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mevouillon,ROM,Rome,mountains,grasslands,oceanic,,olives,fruit,environment_rule,P12.1;PER,secure,Olive cultivation is removed from climates outside its Mediterranean and adjacent dryland envelope.
mextiacan,WMS,Mesoamerica,hills,forest,subtropical,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meyami,PAR,Iran,plateau,desert,cold_arid,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meybod,PAR,Iran,plateau,desert,arid,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meymand,PRS,Iran,mountains,sparse,arid,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
meymeh,PAR,Iran,mountains,sparse,mediterranean,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mezhorje,QUA,Germania,mountains,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mezhutka,ILM,Eastern Europe,wetlands,forest,arctic,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mezhybozhe,PDL,Eastern Europe,flatland,woods,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mglin,DNP,Eastern Europe,flatland,woods,continental,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miahuatlan,ZAP,Mesoamerica,hills,woods,arid,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mianchi,HAN,China,hills,woods,continental,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miandoab,ATR,Iran,plateau,grasslands,cold_arid,,sugar,fiber_crops,regional_rule,P12.1,contested,Sugar remains rare in India and Southeast Asia only
miangu,HAN,China,mountains,forest,subtropical,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mianzhou,HAN,China,plateau,grasslands,subtropical,,tea,tea,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mianzhu,HAN,China,plateau,grasslands,subtropical,,wine,fruit,regional_rule,P12.1;PER,contested,Grape-wine production is restricted to documented Mediterranean West Asian and Central Asian cultivation zones
miass,UGR,Finland,hills,woods,arctic,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miastko,SBN,Germania,flatland,forest,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miatbir,MAU,Africa,flatland,grasslands,arid,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mictlan,ZAP,Mesoamerica,mountains,forest,continental,,dyes,dyes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
middelburg,BTV,Germania,wetlands,grasslands,oceanic,0.75,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
midelt,MAU,Africa,plateau,sparse,cold_arid,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
midu,HAN,China,plateau,grasslands,continental,,cotton,fiber_crops,regional_rule,P12.1;PER,contested,Cotton is restricted to Old World tropical and irrigated zones plus independently cultivated American regions
midyat,PAR,Iran,plateau,woods,mediterranean,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mie,TKW,Japan,flatland,farmland,subtropical,0.30,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miedzyrzecz,PRZ,Eastern Europe,wetlands,grasslands,continental,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mielnik,VEN,Eastern Europe,flatland,woods,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miercurea_cluc,DAC,Danube,plateau,forest,continental,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mieres,ROM,Rome,mountains,forest,oceanic,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miesbach,NAR,Germania,hills,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mihalic,ROM,Rome,flatland,woods,mediterranean,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mihaliccik,ROM,Rome,hills,woods,cold_arid,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mihalt,IAZ,Danube,hills,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mii,KYU,Japan,flatland,farmland,subtropical,0.40,dyes,dyes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikasa,KYU,Japan,flatland,grasslands,subtropical,0.30,coal,lumber,regional_rule,P12.1;PER,contested,Surface coal use is retained only for bounded British and Han-era Chinese proxies rather than a global fuel industry
mike,KYU,Japan,hills,woods,subtropical,0.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikhailovka,MOK,Finland,flatland,woods,continental,,medicaments,medicaments,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikhaylov,RZM,Finland,flatland,woods,continental,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikhaylovka,AOR,Pontic,flatland,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikhaylovka_pontic,AOR,Pontic,flatland,grasslands,cold_arid,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikhlaf_al_hubishiyah,HIM,Arabia,mountains,grasslands,arid,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miki,SHK,Japan,flatland,grasslands,subtropical,0.00,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikindani,BNT,Africa,flatland,jungle,tropical,0.00,medicaments,medicaments,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikshino,ILM,Eastern Europe,flatland,woods,continental,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikulino,BLR,Eastern Europe,flatland,woods,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mikulino_tver,UVD,Finland,flatland,woods,continental,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mila,ROM,Rome,hills,grasslands,mediterranean,,olives,olives,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
milano,ROM,Rome,flatland,farmland,subtropical,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
milas,ROM,Rome,flatland,grasslands,mediterranean,0.25,olives,olives,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mile,HAN,China,mountains,woods,continental,,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miliana,MAU,Africa,hills,farmland,mediterranean,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
milicz,ZUM,Germania,flatland,woods,continental,,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
millau,ROM,Rome,hills,woods,oceanic,,alum,alum,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
millerovo,ROX,Pontic,flatland,grasslands,continental,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
milos,ROM,Rome,hills,sparse,mediterranean,0.75,alum,alum,direct_anchor,P12.1;CAM-MELOS-ALUM,secure,Milos is the direct installed island anchor for Roman-period Melian alum extraction processing and export
miltenberg,CHT,Germania,hills,woods,continental,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
milwat,GNG,India,flatland,woods,subtropical,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
milyutinskaya,AOR,Pontic,flatland,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mima,SHK,Japan,mountains,forest,subtropical,,tea,medicaments,regional_rule,P12.1,contested,Tea remains a Chinese minor herb only pending a Sichuan-local pass
mimizan,ROM,Rome,wetlands,grasslands,oceanic,0.00,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minab,PAR,Iran,flatland,desert,arid,0.00,sugar,fiber_crops,regional_rule,P12.1,contested,Sugar remains rare in India and Southeast Asia only
minamiaizu,OHW,Japan,mountains,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minamimatsuura,KYU,Japan,flatland,forest,subtropical,0.00,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minamimogami,OHW,Japan,hills,woods,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minamimorokata,KYU,Japan,flatland,grasslands,subtropical,0.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minamimuro,SHK,Japan,hills,woods,subtropical,0.00,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minamiuonuma,HOK,Japan,hills,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minbya,SEA,Southeast Asia,flatland,jungle,tropical,0.00,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minden,CRU,Germania,flatland,grasslands,oceanic,,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mindon,PYU,Southeast Asia,hills,jungle,tropical,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minduso,PHL,Southeast Asia,hills,jungle,tropical,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minehead,DUM,Britain,hills,sparse,oceanic,0.10,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minggang,HAN,China,flatland,grasslands,subtropical,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minghe,HAN,China,mountains,forest,subtropical,,lead,lead,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mingin,PYU,Southeast Asia,hills,forest,tropical,,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mingsha,HAN,China,plateau,grasslands,cold_arid,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mingshan,HAN,China,hills,woods,subtropical,,tea,tea,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mingshui,HAN,China,flatland,farmland,cold_arid,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mingtong,HAN,China,mountains,forest,subtropical,,dyes,dyes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mingxi,HAN,China,hills,forest,subtropical,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mingyi,HAN,China,mountains,woods,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mingying,HAN,China,hills,jungle,subtropical,,tea,tea,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minna,LNC,West Africa,flatland,woods,tropical,,cotton,cotton,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mino,IZM,Japan,hills,woods,subtropical,0.00,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minochi,EHW,Japan,hills,woods,continental,,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minokamo,EHW,Japan,hills,woods,subtropical,,silk,fiber_crops,regional_rule,P12.1,secure,Silk sericulture remains a Chinese near-monopoly in the covered era
minqing,HAN,China,hills,woods,subtropical,,sugar,fiber_crops,regional_rule,P12.1,contested,Sugar remains rare in India and Southeast Asia only
minsk,BLR,Eastern Europe,flatland,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minudasht,PAR,Iran,mountains,forest,cold_arid,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minxian,HAN,China,flatland,farmland,subtropical,0.00,sugar,fiber_crops,regional_rule,P12.1,contested,Sugar remains rare in India and Southeast Asia only
minya,ROM,Rome,flatland,farmland,arid,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
minzhou,HAN,China,mountains,woods,continental,,medicaments,medicaments,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miory,BPC,Baltic,wetlands,woods,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mir_garh_qila,GNG,India,flatland,desert,arid,,sand,sand,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mir_loc,LCH,West Africa,flatland,sparse,arid,,alum,alum,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miraj,SAT,India,plateau,woods,arid,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miran,OAS,Central Asia,plateau,desert,cold_arid,,sand,sand,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miranda_de_ebro,ROM,Rome,hills,grasslands,oceanic,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miranda_de_i_douro,ROM,Rome,plateau,grasslands,oceanic,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mirande,ROM,Rome,flatland,grasslands,oceanic,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mirandela,ROM,Rome,flatland,woods,oceanic,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
