design_tag,engine_tag,name,kind,technical_rank,government_context,presentation_class,display_rank,ruler_title,source,confidence,note
DNH,DNH,Danhuan,subject,rank_kingdom,monarchy,client_kingdom,Client Kingdom,King/Queen,HAN-WR;HHS-WR,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
HMR,HMR,Han River Mahan Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,NAJU-MAHAN;NMK-SAMHAN;AKS-LELANG;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
GMR,GMR,Geum River Mahan Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,NAJU-MAHAN;NMK-SAMHAN;AKS-LELANG;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MAM,XGI,Middle Amur Pol'tse Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,NMJH-YIL;CAM-PROTOTUNGUSIC;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LAM,XGJ,Lower Amur Estuary Networks,sop,rank_county,tribe,people,People,Leader/Leader,NMJH-YIL;RAD-RFE-IRON;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SKH,SKH,Sakhalin Paleometal Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RAD-SAKHALIN;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
YIL,YIL,Ussuri-Sanjiang Yilou Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,NMJH-YIL;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MDN,XGK,Mudan Basin Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,NMJH-YIL;CAM-PROTOTUNGUSIC;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
WJO,WJO,Northern Okjeo Corridor,sop,rank_county,tribe,people,People,Leader/Leader,NMJH-YIL;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ZHZ,ZHZ,Zhang Zhung,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,OXF-SINO-TIB;CAM-TIB-ARCH;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SMP,SMP,Sumpa,country,rank_kingdom,tribe,realm,Realm,Ruler/Ruler,OXF-SINO-TIB;CAM-TIB-ARCH;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CTP,CTP,Changtang Pastoral Networks,sop,rank_county,tribe,people,People,Leader/Leader,ANT-TIB-HERDING;CAM-TIB-ARCH;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
YAR,XGB,Bangga-Yarlung Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANT-BANGGA;CAM-TIB-ARCH;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
UTV,UTV,Central Tsangpo Valley Network,sop,rank_county,tribe,people,People,Leader/Leader,ANT-BANGGA;CAM-TIB-ARCH;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
TSG,XGC,Western Tsang Valley Network,sop,rank_county,tribe,people,People,Leader/Leader,CAM-TIB-ARCH;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
QMC,QMC,Qamdo River-Corridor Network,sop,rank_county,tribe,people,People,Leader/Leader,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
DRC,DRC,Drichu Highland Network,sop,rank_county,tribe,people,People,Leader/Leader,CAM-EAST-TIB;RAD-YUSHU;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
EPC,EPC,Eastern Plateau Corridor Network,sop,rank_county,tribe,people,People,Leader/Leader,CAM-EAST-TIB;OXF-EAST-RIM;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BED,BED,Chaulotaeans,sop,rank_county,tribe,people,People,Leader/Leader,STR-ARAB;P8.6,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SIB,XDO,Tes-Tashtyk Transition,sop,rank_county,tribe,people,People,Leader/Leader,FU-TASHTYK;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
GNG,XDP,Magadha,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,ASI-MITRA;P8.4;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AUD,XFS,Audumbara,sop,rank_county,republic,people,People,Leader/Leader,BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NMS,XFT,Northern Satrapy of Mathura,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,OX-MTH;BM-MATHURA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
PCM,PCM,Panchala Mitra Kingdom,country,rank_kingdom,monarchy,kingdom,Kingdom,King/Queen,ASI-MITRA;IGNCA-PANCHALA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KSM,KSM,Kaushambi Mitra Kingdom,country,rank_kingdom,monarchy,kingdom,Kingdom,King/Queen,ASI-MITRA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AYM,AYM,Ayodhya Mitra Kingdom,country,rank_kingdom,monarchy,kingdom,Kingdom,King/Queen,ASI-MITRA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KSH,XFU,Kashi Janapada,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,ASI-MITRA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MLL,XFV,Malla Assemblies,sop,rank_county,republic,people,People,Leader/Leader,ASI-MITRA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
VDJ,VDJ,Videha Janapada,sop,rank_county,republic,people,People,Leader/Leader,ASI-MITRA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AGA,AGA,Anga Janapada,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,ASI-MITRA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
PDR,PDR,Pundravardhana,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,UNESCO-MAHASTHAN;CAM-BANGLADESH;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
RAR,XFW,Rarh,sop,rank_county,tribe,people,People,Leader/Leader,CAM-BANGLADESH;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
VNG,VNG,Vanga,sop,rank_county,tribe,people,People,Leader/Leader,CAM-BANGLADESH;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SMT,SMT,Samatata,sop,rank_county,tribe,people,People,Leader/Leader,CAM-BANGLADESH;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
HRK,HRK,Harikela,sop,rank_county,tribe,people,People,Leader/Leader,CAM-BANGLADESH;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CNP,XFX,Chota Nagpur Megalithic Networks,sop,rank_county,tribe,people,People,Leader/Leader,OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AMB,XFY,Ambari Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ASI-AMBARI;OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
DDV,DDV,Doyang-Dhansiri Valley,sop,rank_county,tribe,people,People,Leader/Leader,OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KJH,KJH,Khasi-Jaintia Highlands,sop,rank_county,tribe,people,People,Leader/Leader,OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
UBR,UBR,Upper Brahmaputra Foothills,sop,rank_county,tribe,people,People,Leader/Leader,OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SDY,SDY,Sadiya Foothills,sop,rank_county,tribe,people,People,Leader/Leader,OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MYL,MYL,Monyul Highlands,sop,rank_county,tribe,people,People,Leader/Leader,UCL-BHUTAN;OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SKM,SKM,Sikkim Foothills,sop,rank_county,tribe,people,People,Leader/Leader,UCL-BHUTAN;OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
IMV,IMV,Imphal Valley Networks,sop,rank_county,tribe,people,People,Leader/Leader,OUP-NEINDIA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ANR,XCN,Anarta-Sarasvati Settlement Networks,sop,rank_county,tribe,people,People,Leader/Leader,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LBR,LBR,Lata-Barygaza Trade Corridor,sop,rank_county,tribe,people,People,Leader/Leader,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
RKU,RKU,Rewa-Kantha Upland Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SRS,SRS,Saurashtra Coastal Networks,sop,rank_county,tribe,people,People,Leader/Leader,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KCH,XGN,Kutch Island-Coast Networks,sop,rank_county,tribe,people,People,Leader/Leader,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MTS,XGO,Matsya-Dhundhar Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CHB,XGP,Chambal-Gird Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ABN,ABN,Ahar-Banas Highland Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MRN,XGQ,Marwar-Nagaur Caravan Networks,sop,rank_county,tribe,people,People,Leader/Leader,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
JGP,XGR,Jangladesh Pastoral Networks,sop,rank_county,tribe,people,People,Leader/Leader,ASI-WESTERN-INDIA;UOA-PERIPLUS;BM-TRIBAL-COINS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BGT,XHD,Banggai-Tomini Maritime Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-SULAWESI;SPAFA-TOPOGARO,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BNC,BNC,Bone-Cenrana Coastal Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-SULAWESI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BGU,BGU,Bungku-Kendari Coast Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-SULAWESI;SPAFA-TOPOGARO,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BTM,BTM,Buton-Muna Island Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-SULAWESI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LRP,LRP,Lore-Poso Highland Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,UNESCO-LORE;SPAFA-TOPOGARO,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
GRT,XHE,Gorontalo-Tomini Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-SULAWESI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MKS,MKS,South Sulawesi Coastal Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-SULAWESI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KRM,XHF,Karama Valley Metal-Age Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,BRIN-KARAMA;ANU-SULAWESI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MNH,MNH,North Sulawesi Peninsula Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-SULAWESI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LWM,LWM,Matano-Luwu Lake-Coast Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-SULAWESI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NHM,NHM,North Halmahera Metal-Age Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-MALUKU,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SHM,XHG,South Halmahera Metal-Age Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ANU-MALUKU,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BER,XDR,Gaetuli,sop,rank_county,tribe,people,People,Leader/Leader,TRE-GAE;SOR-AFRICA-FRONTIER;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MUS,XFM,Musulamii,sop,rank_county,tribe,people,People,Leader/Leader,TAC-ANN-TACF;SOR-AFRICA-FRONTIER;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SLC,SLC,Basin South-Lake Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,INAH-CUICUILCO-TEO;P8.10,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
PTF,PTF,Puebla-Tlaxcala Formative Centers,sop,rank_county,tribe,people,People,Leader/Leader,INAH-CANTONA;P8.10,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MRF,MRF,Morelos Formative Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,INAH-CHALCATZINGO;P8.10,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NHC,NHC,Northern Highland Corridor Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,P8.10;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
TPC,XGS,Tamtoc-Panuco Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,INAH-TAMTOC;P8.10,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
GLS,XGT,Gulf Lowland-Sierra Networks,sop,rank_county,tribe,people,People,Leader/Leader,INAH-TAPAK;P8.10,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
GPC,GPC,Guerrero Pacific Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,P8.10;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ONH,ONH,Oaxaca Northwest Highland Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,P8.10;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
IZA,IZA,Izapa-Soconusco Center,country,rank_kingdom,tribe,realm,Realm,Ruler/Ruler,INAH-IZAPA;P8.10,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CPH,CPH,Chiapas Highland-Lowland Networks,sop,rank_county,tribe,people,People,Leader/Leader,INAH-IZAPA;P8.10;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AND,AND,Andean Societies,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,P8.10;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MEL,MEL,Melanesian Societies,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,P8.9;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MIC,XDS,Micronesian Societies,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,P8.9;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CHC,XDT,Chauci,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CLC,XDU,Caulci,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CPS,CPS,Campsiani,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
VRN,VRN,Varini,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MUG,XDV,Mugilones,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SBN,SBN,Sibini,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BRC,XDW,Bructeri,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SGM,SGM,Sugambri,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CTU,CTU,Chattuarii,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
GMB,GMB,Gamabrivii,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CMB,CMB,Cimbri,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
RDN,RDN,Reudigni,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AVN,AVN,Aviones,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SRD,SRD,Suardones,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
EUD,XDX,Eudoses,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SIT,XDY,Sitones,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SUE,XDZ,Suebi,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NAR,NAR,Naristi,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;CAH-XI;TAC-GER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LUG,LUG,Lugii,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NHR,NHR,Naharvali,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MSI,XEA,Marsigni,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BUU,XEB,Buri,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MIM,MIM,Manimi,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
HLV,HLV,Helveconae,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
HRI,HRI,Harii,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
HLS,HLS,Helisii,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ZUM,ZUM,Zumi,sop,rank_county,tribe,people,People,Leader/Leader,P8.7;STR-GER;TAC-GER;OCD-GER;PLE,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
PRZ,XEC,Greater-Poland Przeworsk Group,sop,rank_county,tribe,people,People,Leader/Leader,UW-PRZEWORSK;P8.7,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LPR,LPR,Lesser-Poland Przeworsk Group,sop,rank_county,tribe,people,People,Leader/Leader,UW-PRZEWORSK;PAN-LPR;P8.7,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ILM,ILM,Msta-Ilmen Late Dyakovo Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RA-DYAKOVO-UPPER;GERMANIA-NEVA,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
PLH,PLH,Pskov-Luga Striated Pottery Group,sop,rank_county,tribe,people,People,Leader/Leader,GERMANIA-NEVA,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BLF,BLF,Beloe-Mologa Late Dyakovo Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RA-DYAKOVO-UPPER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MOK,MOK,Moskva-Oka Late Dyakovo Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RAS-DYAKOVO;RA-DYAKOVO-UPPER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
UVF,UVF,Nizhny-Novgorod Gorodets Group,sop,rank_county,tribe,people,People,Leader/Leader,BSE-GORODETS,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
UVD,UVD,Upper Volga Late Dyakovo Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RA-DYAKOVO-UPPER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KLY,KLY,Klyazma Late Dyakovo Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RA-DYAKOVO-UPPER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
WHT,WHT,Late Kargopol Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ENC-NEEU,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MZN,XFJ,Late Belomorye Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ENC-NEEU,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
VYG,VYG,Pidzh Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ENC-NEEU,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MRV,XED,Sura-Volga Gorodets Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,BSE-GORODETS,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
TGD,TGD,Tsna-Upper Don Gorodets Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,BSE-GORODETS,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SMD,XEE,Smolensk Dnieper-Dvina Group,sop,rank_county,tribe,people,People,Leader/Leader,AWE-DNIEPER-DVINA,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
RZM,RZM,Oka-Moksha Gorodets Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,BSE-GORODETS,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
