tag,region,profile,profile_name,starting_laws,source,confidence,boundary
EHW,Japan,eastern,Eastern Maritime-and-Peninsular,14,P8.3;P8.4;P11;P13;CAH-XI,contested,"A low-resolution regional floor that avoids projecting later centralized Japanese, Korean, or Southeast Asian systems into AD 1."
NOK,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
LCH,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
MNG,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
WGD,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
VLT,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
SNG,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
AKF,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
LNC,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
GUR,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
MUP,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
AIR,West Africa,african,African Royal-and-Community,14,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
GTL,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
SKN,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
SNR,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
NNR,Germania,germanic,Germanic,14,P8.7;P11;P13;TAC-GER,contested,Uses Tacitus critically alongside archaeology and does not impose a single constitution on distinct peoples.
